x,y,z,porosity
598472.7,6909026.89,112.83,0.0305530358620137
598472.69,6909026.89,113.08,0.0166569212659131
598472.72,6909026.89,112.45,0.0458560496779943
598472.8,6909026.88,112.64,0.0384057450328068
598472.8,6909026.88,112.64,0.0326999975627003
598472.81,6909026.88,112.88,0.0218351335517212
598472.81,6909026.88,112.88,0.059590333784811
598472.8,6909026.88,113.01,0.0384863917565233
598472.8,6909026.88,113.01,0.0373500431740599
598472.92,6909026.88,113.04,0.0692813571113251
598472.8,6909026.88,113.01,0.0467594114067195
598472.69,6909026.89,113.08,0.0541160701696907
598473.57,6909026.86,112.95,0.0191895325859995
598473.52,6909026.83,112.14,0.0185463849250432
598473.2,6909026.87,112.59,0.0318162164064047
598473.2,6909026.87,112.8,0.0736292260611492
598473.2,6909026.87,112.8,0.0827465989435845
598473.16,6909026.87,113.04,0.0754303320307615
598472.61,6909026.88,113.53,0.0137978146208614
598472.49,6909026.88,113.76,0.0195971101050841
598472.49,6909026.88,113.76,0.0999767387950179
598472.36,6909026.89,113.79,0.0848492637523917
598472.36,6909026.89,113.79,0.0872224055098611
598472.34,6909026.89,113.85,0.031273345484772
598472.34,6909026.89,113.85,0.0993553726267494
598472.26,6909026.89,113.87,0.0447391235944865
598472.26,6909026.89,113.87,0.0688850816456007
598472.5,6909026.88,113.94,0.0875000215020414
598472.34,6909026.89,113.85,0.0470858596600002
598472.48,6909026.88,113.85,0.0606971081926641
598472.49,6909026.88,113.76,0.0560550418210394
598472.48,6909026.88,113.85,0.0336455540651446
598472.48,6909026.88,113.85,0.0843816797176298
598472.5,6909026.88,113.94,0.0504433431957614
598472.5,6909026.88,113.94,0.044955000797952
598472.53,6909026.88,114.01,0.0809387537975522
598472.5,6909026.88,113.94,0.0422577645323592
598472.27,6909026.89,114,0.0158870490610949
598472.27,6909026.89,114,0.031739649247167
598472.18,6909026.9,114,0.0603653871343422
598472.18,6909026.9,114,0.0188827262194035
598472.2,6909026.89,113.88,0.0606909682565319
598472.26,6909026.89,113.87,0.0220084869588241
598472.2,6909026.89,113.88,0.0773955949275581
598472.2,6909026.89,113.88,0.065382421778642
598472.03,6909026.9,113.92,0.0768583777620438
598472.03,6909026.9,113.92,0.0248752726511553
598472.08,6909026.9,113.99,0.0266544305553194
598472.08,6909026.9,113.99,0.0940131786828943
598471.9,6909026.91,113.98,0.034002049184857
598471.9,6909026.91,113.98,0.0883754463999871
598472.03,6909026.9,113.92,0.0658399052233052
598472.03,6909026.9,113.92,0.0163825021241894
598471.78,6909026.91,113.97,0.0858645220030274
598471.78,6909026.91,113.97,0.0758212585453917
598471.9,6909026.91,113.98,0.061809926623833
598471.9,6909026.91,113.98,0.0111030950074563
598471.99,6909026.9,114.02,0.0821719702531458
598472.08,6909026.9,113.99,0.0962219565867302
598471.99,6909026.9,114.02,0.0799138328151972
598471.99,6909026.9,114.02,0.0401644335783148
598472.02,6909026.9,114.06,0.0764896187864621
598472.02,6909026.9,114.06,0.0992893565026134
598472.14,6909026.9,114.08,0.0275404072632456
598472.27,6909026.89,114,0.0267685924900011
598472.14,6909026.9,114.08,0.0505624130604667
598472.14,6909026.9,114.08,0.0126251906354375
598472.33,6909026.89,114.07,0.0390576595740511
598472.27,6909026.89,114,0.0394286181882125
598472.33,6909026.89,114.07,0.0614389869176546
598472.31,6909026.89,114.31,0.0466958408052357
598472.47,6909026.88,114.34,0.0700260189493637
598472.47,6909026.88,114.34,0.0485951346260184
598472.51,6909026.88,114.42,0.0949985458274201
598472.51,6909026.88,114.42,0.0538114875587811
598472.26,6909026.89,114.41,0.0769288830064476
598472.31,6909026.89,114.31,0.0244883701796361
598472.26,6909026.89,114.41,0.0369783963814582
598472.47,6909026.88,114.34,0.0757186554819118
598472.56,6909026.88,114.35,0.0773317560627528
598472.56,6909026.88,114.35,0.0966766652487842
598472.68,6909026.87,114.41,0.0155663403104637
598472.51,6909026.88,114.42,0.0847963144965233
598472.52,6909026.88,114.48,0.0648475119514562
598472.52,6909026.88,114.48,0.0437143254394088
598472.62,6909026.87,114.53,0.0845248845337841
598472.62,6909026.87,114.53,0.0355432043843791
598472.76,6909026.87,114.54,0.0183500655057786
598472.76,6909026.87,114.54,0.0628809810652874
598472.93,6909026.86,114.51,0.0775500789957407
598473.01,6909026.86,114.25,0.0324421355825315
598472.96,6909026.86,114.27,0.0453297201167963
598472.96,6909026.86,114.27,0.0610564114026819
598472.93,6909026.86,114.34,0.097579515341734
598472.93,6909026.86,114.34,0.0934397677272002
598473.02,6909026.86,114.34,0.0817001200586321
598473.02,6909026.86,114.34,0.0282687627985395
598473.01,6909026.86,114.25,0.05920992177109
598473.02,6909026.86,114.34,0.0304660126516067
598473.09,6909026.86,114.36,0.0715221823077768
598472.93,6909026.86,114.34,0.0876098461208016
598472.93,6909026.86,114.51,0.0553545303382644
598472.93,6909026.86,114.51,0.053184927537118
598473.06,6909026.86,114.51,0.0194881202061207
598473.06,6909026.86,114.51,0.0850973847391383
598473.12,6909026.85,114.53,0.070922568785703
598473.12,6909026.85,114.53,0.0167810287381421
598473.23,6909026.85,114.49,0.0288570839496334
598473.23,6909026.85,114.49,0.0756850415205236
598473.26,6909026.85,114.37,0.0254302377693464
598473.23,6909026.85,114.49,0.0369814944406435
598473.34,6909026.84,114.47,0.0891070906953498
598473.27,6909026.83,114.38,0.0806987959142845
598473.33,6909026.82,114.48,0.0542272735187308
598473.33,6909026.82,114.48,0.0165147323525225
598473.37,6909026.84,114.51,0.0527097745379245
598473.37,6909026.84,114.51,0.0650705528637358
598473.23,6909026.85,114.49,0.0543884109939669
598473.37,6909026.84,114.51,0.0843619580245213
598473.46,6909026.84,114.53,0.0144371368180611
598473.46,6909026.84,114.53,0.0372463897266951
598473.54,6909026.84,114.51,0.0107353778770557
598473.54,6909026.84,114.51,0.0844780885730425
598473.58,6909026.83,114.51,0.0927855357631452
598473.23,6909026.85,114.49,0.0952281380463337
598473.16,6909026.85,114.58,0.0383410055293322
598473.06,6909026.86,114.51,0.0806991802435619
598473.16,6909026.85,114.58,0.0678261363842235
598473.16,6909026.85,114.58,0.0684714418121087
598473.13,6909026.85,114.64,0.022201234624005
598473.16,6909026.85,114.58,0.0911813582852117
598473.26,6909026.85,114.67,0.0838163191381242
598473.26,6909026.85,114.67,0.0314270674730976
598473.34,6909026.84,114.69,0.023176380318405
598473.34,6909026.84,114.69,0.0818020640583665
598473.39,6909026.84,114.65,0.0914522206316739
598472.93,6909026.86,114.51,0.0706571512766834
598472.89,6909026.86,114.76,0.114848947719996
598472.89,6909026.86,114.76,0.167064090385162
598473.07,6909026.85,114.76,0.137012611181863
598473.07,6909026.85,114.76,0.101550244731087
598473.13,6909026.85,114.64,0.0322671130211322
598473.13,6909026.85,114.64,0.0135060582276586
598473.26,6909026.85,114.67,0.0429756724460526
598473.07,6909026.85,114.76,0.14578804023168
598473.05,6909026.85,114.89,0.153276858825751
598472.89,6909026.86,114.76,0.08808761287776
598472.9,6909026.86,114.83,0.0967077342667157
598472.9,6909026.86,114.83,0.165932127874186
598472.82,6909026.86,114.93,0.169952010182059
598472.9,6909026.86,114.83,0.16925857812037
598472.95,6909026.86,114.87,0.107090426913304
598472.95,6909026.86,114.87,0.141310149351621
598472.91,6909026.86,114.92,0.161582700008039
598473.64,6909026.83,114.61,0.155094060772643
598473.51,6909026.84,114.69,0.101684323910671
598473.39,6909026.84,114.65,0.0533113422215993
598473.51,6909026.84,114.69,0.173337494134465
598473.34,6909026.84,114.69,0.0646951935668508
598473.41,6909026.84,114.73,0.115516569895658
598473.41,6909026.84,114.73,0.177031605164628
598473.51,6909026.84,114.69,0.110153553724809
598473.41,6909026.84,114.73,0.10265066393299
598473.45,6909026.84,114.76,0.12677130272972
598473.45,6909026.84,114.76,0.149925419598096
598473.51,6909026.84,114.69,0.0889868118367886
598473.51,6909026.84,114.69,0.0831367930460216
598473.52,6909026.83,114.76,0.131902152896267
598473.45,6909026.84,114.76,0.16820471398528
598473.52,6909026.83,114.76,0.0905481890164597
598473.52,6909026.83,114.76,0.156034612623504
598473.64,6909026.83,114.7,0.164594208936693
598473.64,6909026.83,114.7,0.0889754714278655
598473.51,6909026.84,114.69,0.112085576386847
598473.64,6909026.83,114.7,0.0967252763337584
598473.64,6909026.83,114.61,0.164744093570215
598473.64,6909026.83,114.7,0.128467376541521
598473.76,6909026.83,114.66,0.150007498810709
598473.76,6909026.83,114.66,0.130595967397559
598473.77,6909026.83,114.59,0.109378997568294
598473.76,6909026.83,114.66,0.142832544694498
598473.83,6909026.82,114.59,0.143545126640941
598473.76,6909026.83,114.66,0.156846319598426
598473.85,6909026.82,114.65,0.143972561119539
598473.85,6909026.82,114.65,0.149523699568064
598473.9,6909026.82,114.67,0.0963123310494294
598473.83,6909026.82,114.59,0.176377912298566
598473.85,6909026.82,114.65,0.14617808847068
598473.83,6909026.82,114.59,0.10355159802318
598474.05,6909026.81,114.63,0.101351939528096
598473.07,6909026.85,114.76,0.177978998016849
598473.22,6909026.85,114.81,0.15322528469226
598473.22,6909026.85,114.81,0.127175675486121
598473.33,6909026.85,114.81,0.145316219144046
598473.33,6909026.85,114.81,0.10233680656119
598473.45,6909026.84,114.76,0.175916384954578
598473.41,6909026.84,114.73,0.105685624332722
598473.33,6909026.85,114.81,0.179422648347619
598473.33,6909026.85,114.81,0.164326071026945
598473.23,6909026.85,114.89,0.13846644790812
598473.22,6909026.85,114.81,0.157609578115104
598473.14,6909026.85,114.88,0.10795465580498
598473.14,6909026.85,114.88,0.104777247202088
598473.11,6909026.85,114.9,0.0876030056660676
598473.05,6909026.85,114.89,0.143224094277158
598473.11,6909026.85,114.9,0.145558641873895
598473.11,6909026.85,114.9,0.108213447574043
598473.23,6909026.85,114.89,0.119572453978005
598473.11,6909026.85,114.9,0.140656887981713
598473.26,6909026.84,114.92,0.0888419641174089
598473.23,6909026.85,114.89,0.117211700675479
598473.26,6909026.84,114.92,0.115608931482818
598473.23,6909026.85,114.89,0.120189212018856
598473.37,6909026.84,114.87,0.12683012579725
598473.37,6909026.84,114.87,0.0940462936741265
598473.55,6909026.83,114.83,0.116086038299683
598473.55,6909026.83,114.83,0.0921107921794929
598473.61,6909026.83,114.79,0.122650653268656
598473.52,6909026.83,114.76,0.0966731901783507
598473.61,6909026.83,114.79,0.112098847048536
598473.61,6909026.83,114.79,0.105526438244293
598473.75,6909026.83,114.74,0.105843929491954
598473.64,6909026.83,114.7,0.132549636524733
598473.75,6909026.83,114.74,0.153489012997455
598473.75,6909026.83,114.74,0.0903627156524357
598473.9,6909026.82,114.67,0.154555712224678
598473.05,6909026.85,114.89,0.139262426229037
598472.93,6909026.86,114.95,0.105611724194077
598472.91,6909026.86,114.92,0.0871339739327983
598473.05,6909026.85,114.89,0.141778754729265
598472.91,6909026.86,114.92,0.0872913819713606
598472.82,6909026.86,114.93,0.0929113350322781
598472.82,6909026.86,114.93,0.160112764308537
598472.93,6909026.86,114.95,0.128391432116853
598472.82,6909026.86,114.93,0.0855029476558418
598472.69,6909026.87,114.94,0.146678328134878
598472.69,6909026.87,114.94,0.08538637398948
598472.79,6909026.86,114.96,0.159810673243827
598472.79,6909026.86,114.96,0.142152268162201
598472.82,6909026.86,114.93,0.122148997023225
598472.79,6909026.86,114.96,0.0943159272323235
598472.93,6909026.86,114.95,0.141945574068668
598472.69,6909026.87,114.94,0.163190203696774
598472.47,6909026.88,114.93,0.09097557866281
598472.47,6909026.88,114.93,0.155062954953846
598472.39,6909026.88,114.95,0.101451011529079
598472.39,6909026.88,114.95,0.149104186642006
598472.46,6909026.88,114.98,0.144640726822452
598472.46,6909026.88,114.98,0.100001242570255
598472.46,6909026.87,114.98,0.134014699169021
598472.55,6909026.87,114.98,0.126332842956009
598472.55,6909026.87,114.98,0.141337691620477
598472.69,6909026.87,114.94,0.0989511406057035
598472.39,6909026.88,114.95,0.157863338431714
598472.3,6909026.88,114.96,0.111276433080404
598472.3,6909026.88,114.96,0.0875959123796064
598472.18,6909026.89,114.92,0.141100162041516
598472.3,6909026.88,114.96,0.105846066637541
598472.34,6909026.88,115.02,0.151189590332343
598472.34,6909026.88,115.02,0.173861429066301
598472.46,6909026.88,114.98,0.152469402470913
598472.34,6909026.88,115.02,0.134210955045097
598472.08,6909026.9,114.97,0.169895663695146
598472.18,6909026.89,114.92,0.154132788662643
598472.08,6909026.9,114.97,0.128669164826679
598472.52,6909026.88,114.48,0.0620323290372788
598472.54,6909026.88,114.71,0.0907129980099255
598472.54,6909026.88,114.71,0.0140239443643726
598472.55,6909026.87,114.98,0.0927641317898347
598472.18,6909026.89,114.92,0.0908806468972458
598472.11,6909026.89,114.86,0.127501476572975
598472.11,6909026.89,114.86,0.164648019974697
598472.17,6909026.89,114.82,0.153070764464615
598472.17,6909026.89,114.82,0.142382748330852
598472.25,6909026.89,114.84,0.179967960503444
598472.25,6909026.89,114.84,0.166616451340344
598472.3,6909026.88,114.96,0.0861829241656187
598472.25,6909026.89,114.84,0.0977113563952203
598472.4,6909026.88,114.79,0.155299598122147
598472.25,6909026.89,114.84,0.0806012679389343
598472.39,6909026.88,114.95,0.154845973791932
598472.4,6909026.88,114.79,0.15094971684411
598472.49,6909026.88,114.81,0.111046226494757
598472.49,6909026.88,114.81,0.17724112485581
598472.47,6909026.88,114.93,0.139659044379669
598471.96,6909026.9,114.72,0.0503760342280519
598472.07,6909026.9,114.66,0.0825272843834656
598472.07,6909026.9,114.66,0.0486637900469443
598472.19,6909026.89,114.72,0.0296698119808139
598472.07,6909026.9,114.66,0.0419663602387211
598472.26,6909026.89,114.41,0.0636060296504959
598472.89,6909026.86,114.76,0.143122163383105
598472.84,6909026.86,114.68,0.030540367180385
598472.84,6909026.86,114.68,0.0116569998096429
598472.67,6909026.87,114.78,0.14710262564786
598472.67,6909026.87,114.78,0.136872877073275
598472.49,6909026.88,114.81,0.088195031343636
598472.49,6909026.88,114.81,0.175585642840802
598472.71,6909026.87,114.84,0.162128918252561
598472.71,6909026.87,114.84,0.0856694393966007
598472.47,6909026.88,114.93,0.175892917586942
598471.96,6909026.9,114.72,0.0721512848576751
598472.17,6909026.89,114.82,0.103526235929896
598472.11,6909026.89,114.86,0.13120667151387
598471.99,6909026.9,114.86,0.1750883742012
598471.99,6909026.9,114.86,0.177056755574516
598471.85,6909026.9,114.88,0.157205975915958
598471.96,6909026.9,114.72,0.0144861783457483
598471.97,6909026.9,114.79,0.132095596530633
598471.97,6909026.9,114.79,0.137677864312033
598471.85,6909026.9,114.88,0.153815324784177
598471.96,6909026.9,114.72,0.0846150171857111
598471.9,6909026.9,114.69,0.068672921204345
598471.9,6909026.9,114.69,0.0457456838390863
598471.89,6909026.9,114.76,0.11766359987215
598471.89,6909026.9,114.76,0.0856559932128487
598471.93,6909026.9,114.76,0.120087756748398
598471.93,6909026.9,114.76,0.100696780452844
598471.96,6909026.9,114.72,0.0824070432375222
598471.9,6909026.9,114.69,0.0260138917725673
598471.67,6909026.91,114.61,0.044323627993226
598471.67,6909026.91,114.61,0.0337555902617679
598471.44,6909026.92,114.64,0.011770027656848
598471.44,6909026.92,114.64,0.062501825398092
598471.69,6909026.91,114.71,0.03091653215792
598471.69,6909026.91,114.71,0.0695078074510747
598471.8,6909026.91,114.72,0.0133656817104393
598471.8,6909026.91,114.72,0.024588837370976
598471.9,6909026.9,114.69,0.0578753984924305
598471.69,6909026.91,114.71,0.0649167004038345
598471.62,6909026.91,114.81,0.134344858554448
598471.62,6909026.91,114.81,0.0870050394527753
598471.74,6909026.91,114.79,0.089711603053076
598471.74,6909026.91,114.79,0.159329824985829
598471.89,6909026.9,114.76,0.109464119635674
598471.62,6909026.91,114.81,0.0994488046042359
598471.75,6909026.91,114.9,0.0985170968266457
598471.75,6909026.91,114.9,0.0983967203668962
598471.85,6909026.9,114.88,0.158407079080591
598471.44,6909026.92,114.64,0.0570681110127944
598471.31,6909026.93,114.67,0.0791828926960524
598471.31,6909026.93,114.67,0.0481242008259301
598471.62,6909026.91,114.81,0.160390523260015
598471.31,6909026.93,114.67,0.0943020824179339
598471.51,6909026.92,114.68,0.053918284499704
598471.44,6909026.92,114.64,0.0428028877910471
598471.51,6909026.92,114.68,0.0477909864668755
598471.31,6909026.93,114.67,0.0450542313984854
598471.1,6909026.93,114.69,0.0696736783055756
598471.1,6909026.93,114.69,0.0971322304251511
598471.06,6909026.94,114.58,0.0775715669336425
598471.06,6909026.94,114.58,0.0633876313461786
598471.19,6909026.93,114.67,0.0980360313969021
598471.19,6909026.93,114.67,0.0599038274530326
598471.31,6909026.93,114.67,0.0780000464231868
598471.19,6909026.93,114.67,0.0342586726372683
598471.1,6909026.93,114.69,0.0865327197010844
598471.1,6909026.93,114.69,0.0648864895010267
598471.22,6909026.93,114.75,0.129811878100761
598471.22,6909026.93,114.75,0.123943524080376
598471.31,6909026.93,114.67,0.0269786754774365
598471.22,6909026.93,114.75,0.167260742970647
598471.11,6909026.94,114.74,0.0892991928240058
598471.1,6909026.93,114.69,0.0784963692476147
598471.11,6909026.94,114.74,0.0804726635185887
598470.8,6909026.97,112.46,0.0169481395779841
598470.86,6909026.97,112.4,0.0215889480126113
598470.86,6909026.97,112.4,0.0944243689247061
598471.26,6909026.95,112.65,0.0792448824328754
598471.05,6909026.96,112.62,0.0592039978642935
598471.26,6909026.95,112.65,0.0818740640486284
598471.26,6909026.95,112.65,0.0608062034308712
598471.75,6909026.93,112.78,0.0911869644563198
598471.75,6909026.93,112.78,0.0859211311629754
598471.65,6909026.93,112.68,0.0850350212625967
598471.65,6909026.93,112.68,0.0278905029032393
598471.92,6909026.92,112.67,0.0682087741778482
598471.92,6909026.92,112.67,0.0166151581046058
598472.12,6909026.91,112.67,0.0906334614678337
598472.12,6909026.91,112.67,0.0727364045204114
598472.49,6909026.9,112.57,0.0281099247453903
598472.12,6909026.91,112.67,0.0667212035493843
598472.18,6909026.92,112.72,0.0117047352942382
598472.18,6909026.92,112.72,0.0827695871182653
598471.91,6909026.93,112.82,0.0115035294272149
598471.75,6909026.93,112.78,0.0861506900365327
598471.91,6909026.93,112.82,0.0244203199972024
598472.18,6909026.92,112.72,0.0741310835430896
598472.48,6909026.9,112.75,0.0434686703580347
598472.48,6909026.9,112.75,0.0612465508852338
598472.49,6909026.9,112.57,0.0959663262806824
598472.48,6909026.9,112.75,0.0662156075767879
598472.7,6909026.89,112.83,0.0156485047885102
598472.48,6909026.9,112.75,0.028522076581515
598472.46,6909026.91,112.81,0.0164784248002861
598472.46,6909026.91,112.81,0.0116472721027182
598472.61,6909026.89,113.24,0.0585024936999739
598471.91,6909026.93,112.82,0.0911146036733609
598472.07,6909026.91,113.27,0.084234119986813
598471.91,6909026.93,112.82,0.0493162343719437
598471.84,6909026.93,112.85,0.0186833894624197
598471.75,6909026.93,112.78,0.046613147654766
598471.84,6909026.93,112.85,0.0445779629913997
598471.84,6909026.93,112.85,0.0679547101220797
598471.82,6909026.92,113.04,0.0606961012341578
598471.82,6909026.92,113.04,0.0274985119317652
598471.78,6909026.92,113.15,0.0655552901706689
598471.82,6909026.92,113.04,0.0390783951239827
598471.86,6909026.92,113.19,0.0885981169794514
598471.78,6909026.92,113.15,0.0781345413716503
598471.86,6909026.92,113.19,0.0776853032358221
598471.86,6909026.92,113.19,0.0586557267163937
598471.91,6909026.94,113.21,0.0585203026784122
598471.94,6909026.86,112.21,0.0170488586198701
598471.92,6909026.92,112.67,0.0410745518157045
598471.92,6909026.92,112.67,0.0724275408494393
598471.91,6909026.93,112.82,0.0347220676823977
598471.91,6909026.93,112.82,0.0229046499135046
598471.91,6909026.94,113.21,0.0654488320370291
598471.91,6909026.94,113.21,0.0592950557241535
598471.95,6909026.9,113.77,0.018853673343074
598471.91,6909026.94,113.21,0.0720365056714079
598472.07,6909026.91,113.27,0.0380041133094914
598472.05,6909026.89,113.39,0.092336780271522
598471.74,6909026.92,113.33,0.0801558952590804
598472.05,6909026.89,113.39,0.0584025530286075
598471.72,6909026.92,113.5,0.0462017839256663
598471.72,6909026.92,113.5,0.0824858511633408
598471.36,6909026.93,113.7,0.0251923705324497
598471.36,6909026.93,113.7,0.0768255232722536
598471.95,6909026.9,113.77,0.0357019358583089
598471.74,6909026.92,113.33,0.0319662517431358
598471.55,6909026.93,113.44,0.0336233997835555
598471.55,6909026.93,113.44,0.0429605931277481
598471.09,6909026.95,113.4,0.0909182335757144
598470.96,6909026.95,113.43,0.0864075814675193
598471.03,6909026.95,113.42,0.0560566846530502
598471.03,6909026.95,113.42,0.0195999967562508
598471.09,6909026.95,113.4,0.0637791347534858
598470.88,6909026.96,113.08,0.0604949158240226
598471.03,6909026.95,113.42,0.0107709193429746
598471.03,6909026.95,113.42,0.0566116210109383
598471.11,6909026.94,113.66,0.0338859705622985
598470.88,6909026.96,113.08,0.0521237297698605
598470.8,6909026.97,113.07,0.0297383638052257
598470.8,6909026.97,113.07,0.0907416541923179
598470.96,6909026.95,113.43,0.0279302681683623
598470.96,6909026.95,113.43,0.0694347226559516
598471.11,6909026.93,113.66,0.0296290273003379
598471.11,6909026.94,113.66,0.0693992577621289
598471.11,6909026.92,113.75,0.0347775169742779
598471.36,6909026.93,113.7,0.0486994351855906
598470.88,6909026.96,113.08,0.0987357461440168
598471.23,6909026.95,113,0.0188423202480101
598471.23,6909026.95,113,0.0793148514706155
598471.78,6909026.92,113.15,0.0973079378010937
598471.62,6909026.94,112.78,0.0205276254811253
598471.57,6909026.94,112.95,0.0723253594641052
598471.62,6909026.94,112.78,0.0665954588767693
598471.65,6909026.93,112.68,0.0398097772643914
598471.57,6909026.94,112.95,0.0673390226391208
598471.58,6909026.93,113.14,0.0666027072840257
598470.96,6909026.95,114.27,0.0311882377597895
598470.95,6909026.95,114.17,0.0705383916921435
598471,6909026.94,114.17,0.0349557666328641
598471.02,6909026.94,114.34,0.0935264027064742
598471.02,6909026.94,114.34,0.073858629565371
598470.95,6909026.95,114.35,0.0527674660794808
598470.95,6909026.95,114.35,0.0470036461287761
598470.83,6909026.95,114.31,0.0788243701704275
598470.83,6909026.95,114.31,0.0372502476915282
598470.74,6909026.95,114.33,0.0950357485524695
598470.74,6909026.95,114.33,0.0542161981899777
598470.71,6909026.96,114.27,0.0711696177621176
598470.74,6909026.95,114.33,0.039086188662345
598470.68,6909026.96,114.35,0.044654144417305
598470.74,6909026.95,114.33,0.0572329839808163
598470.79,6909026.95,114.37,0.0237627311888838
598470.79,6909026.95,114.37,0.0565871201543564
598470.95,6909026.95,114.35,0.0494166692856246
598470.83,6909026.95,114.31,0.0772058067824797
598470.95,6909026.95,114.35,0.0963876630010734
598470.95,6909026.95,114.35,0.0497636249231531
598470.97,6909026.94,114.4,0.0972461781304424
598470.79,6909026.95,114.37,0.055012870479849
598470.97,6909026.94,114.4,0.0291427525587694
598470.97,6909026.94,114.4,0.0558141971475817
598471.03,6909026.94,114.4,0.0143134678398763
598470.18,6909026.98,114.17,0.0769056518795239
598470.18,6909026.95,114.18,0.0105203133765621
598470.18,6909026.95,114.18,0.0607687226613241
598470.16,6909026.98,114.24,0.0323498633595567
598470.16,6909026.98,114.24,0.0495933779063354
598470.26,6909026.97,114.28,0.0831535297335429
598470.26,6909026.97,114.28,0.0855132309032324
598470.45,6909026.97,114.27,0.0973531621743885
598470.26,6909026.97,114.28,0.0592354549660428
598470.35,6909026.97,114.4,0.0342771260002974
598470.35,6909026.97,114.4,0.0111555830636946
598470.58,6909026.96,114.35,0.0550695661910784
598470.35,6909026.97,114.4,0.032203017644938
598470.4,6909026.97,114.46,0.0491495736315625
598470.4,6909026.97,114.46,0.0110824927322632
598470.51,6909026.96,114.6,0.0647660918330207
598470.51,6909026.96,114.6,0.0346406392884428
598470.53,6909026.96,114.66,0.0917807538705066
598470.53,6909026.96,114.66,0.0872148347282464
598470.66,6909026.95,114.66,0.0485656897532986
598470.66,6909026.95,114.66,0.0296388159044967
598470.7,6909026.95,114.63,0.0584792983281384
598470.65,6909026.96,114.41,0.0716424882018497
598470.51,6909026.96,114.6,0.0750746382627539
598470.4,6909026.97,114.46,0.0434390856995208
598470.26,6909026.97,114.5,0.070231364352687
598470.26,6909026.97,114.5,0.0275358581214696
598469.83,6909026.99,114.52,0.0337219027982975
598469.83,6909026.99,114.52,0.0654055007523442
598470.18,6909026.99,114.36,0.0699805464252335
598470.16,6909026.98,114.24,0.0588232552361271
598470.18,6909026.99,114.36,0.0452831384675699
598470.16,6909026.98,114.24,0.0923096851771962
598470.01,6909026.98,114.23,0.0345934722071551
598470.01,6909026.98,114.23,0.0176315983887289
598469.9,6909026.98,114.23,0.024488905308824
598469.9,6909026.98,114.23,0.012971802959679
598469.87,6909026.99,114.15,0.0786155307843958
598469.87,6909026.99,114.15,0.0692371753043792
598470,6909026.99,114.16,0.0155950026465894
598470,6909026.99,114.16,0.0205543632832942
598470.18,6909026.95,114.18,0.0810539540832223
598470,6909026.99,114.16,0.0481035825789831
598470.03,6909026.98,114.4,0.0430924226525302
598470.03,6909026.98,114.4,0.0794006548761012
598470.07,6909026.98,114.44,0.0820448050141523
598470.16,6909026.98,114.06,0.046306103853463
598469.9,6909026.98,114.1,0.0445880299621982
598469.9,6909026.98,114.1,0.0314382562280076
598469.87,6909026.99,114.15,0.0397121571974511
598469.87,6909026.99,114.15,0.056002954019283
598469.55,6909027,114.07,0.0940912410747763
598469.55,6909027,114.07,0.0415652862521493
598469.9,6909026.98,114.1,0.0960855604917632
598469.55,6909027,114.07,0.0427484302569586
598469.53,6909027,114.16,0.0554293421742525
598469.53,6909027,114.16,0.0310675724887251
598469.28,6909027.01,114.23,0.0780252432348129
598469.53,6909027,114.16,0.0813648775310567
598469.5,6909027.01,114.31,0.017001609471173
598469.5,6909027.01,114.31,0.0935889240573468
598469.9,6909026.98,114.23,0.0816200617836088
598469.55,6909027,114.07,0.0623481938868449
598469.38,6909027.01,114.03,0.0162653148274048
598469.38,6909027.01,114.03,0.0682243840559299
598469.36,6909027.01,114.1,0.0258967035976548
598469.36,6909027.01,114.1,0.0257897231537229
598469.25,6909027.02,114.01,0.0496788342564582
598469.25,6909027.02,114.01,0.0286000314408759
598469.38,6909027.01,114.03,0.0837923300304473
598469.36,6909027.01,114.1,0.0797506722055855
598469.32,6909027.01,114.16,0.0515586718643124
598469.32,6909027.01,114.16,0.0926956506749556
598469.45,6909027,114.15,0.078553010737064
598469.45,6909027,114.15,0.0592218159695896
598469.55,6909027,114.07,0.0291533429603254
598469.45,6909027,114.15,0.0601657435572223
598469.5,6909027,114.02,0.0205602557533222
598469.32,6909027.01,114.16,0.0957030684440726
598469.11,6909027.02,114.22,0.0785815563264063
598469.11,6909027.02,114.22,0.048524624496835
598469.01,6909027.03,114.3,0.0563773812061066
598469.11,6909027.02,113.71,0.0346411212789461
598469.13,6909027.02,113.97,0.0103246596236493
598469.13,6909027.02,113.97,0.08377280933646
598469.25,6909027.02,114.01,0.0821192610736086
598469.32,6909027.03,113.46,0.0750360619452052
598469.33,6909027.02,113.65,0.0129939637868888
598469.33,6909027.02,113.65,0.0680581029259198
598469.13,6909027.04,113.63,0.0608333678346396
598469.13,6909027.04,113.63,0.0103984117195225
598469.11,6909027.02,113.71,0.0992690770129303
598469.33,6909027.02,113.65,0.0940292243460032
598469.29,6909027.01,113.79,0.0776444359239427
598469.29,6909027.01,113.79,0.0741056015389294
598469.25,6909027.02,114.01,0.0563127472277903
598469.01,6909027.03,114.3,0.01313731035629
598469.26,6909027.02,114.34,0.078158858179184
598469.26,6909027.02,114.34,0.0312006044172333
598469.35,6909027.01,114.36,0.0535174665155917
598469.35,6909027.01,114.36,0.0332713146596887
598469.5,6909027.01,114.31,0.0111868938048038
598469.35,6909027.01,114.36,0.0687741868855294
598469.1,6909027.02,114.5,0.0457932697711684
