x,y,z,polyline_id
598470.16,6909026.98,114.24,848
598470.01,6909026.98,114.23,848
598470.01,6909026.98,114.23,849
598469.9,6909026.98,114.23,849
598469.9,6909026.98,114.23,850
598469.87,6909026.99,114.15,850
598469.87,6909026.99,114.15,851
598470,6909026.99,114.16,851
598470,6909026.99,114.16,852
598470.18,6909026.95,114.18,852
598470,6909026.99,114.16,853
598470.03,6909026.98,114.4,853
598470.03,6909026.98,114.4,854
598470.07,6909026.98,114.44,854
598470.16,6909026.98,114.06,855
598469.9,6909026.98,114.1,855
598469.9,6909026.98,114.1,856
598469.87,6909026.99,114.15,856
598469.87,6909026.99,114.15,857
598469.55,6909027,114.07,857
598469.55,6909027,114.07,858
598469.9,6909026.98,114.1,858
598469.55,6909027,114.07,859
598469.53,6909027,114.16,859
598469.53,6909027,114.16,860
598469.28,6909027.01,114.23,860
598469.53,6909027,114.16,861
598469.5,6909027.01,114.31,861
598469.5,6909027.01,114.31,862
598469.9,6909026.98,114.23,862
598469.55,6909027,114.07,863
598469.38,6909027.01,114.03,863
598469.38,6909027.01,114.03,864
598469.36,6909027.01,114.1,864
598469.36,6909027.01,114.1,865
598469.25,6909027.02,114.01,865
598469.25,6909027.02,114.01,866
598469.38,6909027.01,114.03,866
598469.36,6909027.01,114.1,867
598469.32,6909027.01,114.16,867
598469.32,6909027.01,114.16,868
598469.45,6909027,114.15,868
598469.45,6909027,114.15,869
598469.55,6909027,114.07,869
598469.45,6909027,114.15,870
598469.5,6909027,114.02,870
598469.32,6909027.01,114.16,871
598469.11,6909027.02,114.22,871
598469.11,6909027.02,114.22,872
598469.01,6909027.03,114.3,872
598469.11,6909027.02,113.71,873
598469.13,6909027.02,113.97,873
598469.13,6909027.02,113.97,874
598469.25,6909027.02,114.01,874
598469.32,6909027.03,113.46,875
598469.33,6909027.02,113.65,875
598469.33,6909027.02,113.65,876
598469.13,6909027.04,113.63,876
598469.13,6909027.04,113.63,877
598469.11,6909027.02,113.71,877
598469.33,6909027.02,113.65,878
598469.29,6909027.01,113.79,878
598469.29,6909027.01,113.79,879
598469.25,6909027.02,114.01,879
598469.01,6909027.03,114.3,880
598469.26,6909027.02,114.34,880
598469.26,6909027.02,114.34,881
598469.35,6909027.01,114.36,881
598469.35,6909027.01,114.36,882
598469.5,6909027.01,114.31,882
598469.35,6909027.01,114.36,883
598469.1,6909027.02,114.5,883
598469.02,6909027.02,114.59,884
598469.32,6909027.01,114.5,884
598469.32,6909027.01,114.5,885
598469.58,6909027,114.57,885
598469.58,6909027,114.57,886
598469.83,6909026.99,114.52,886
598469.83,6909026.99,114.52,887
598469.82,6909026.99,114.57,887
598470.46,6909026.96,114.62,888
598470.51,6909026.96,114.6,888
598469.82,6909026.99,114.57,889
598469.99,6909026.98,114.92,889
598469.99,6909026.98,114.92,890
598469.7,6909026.99,114.85,890
598469.7,6909026.99,114.85,891
598469.11,6909027.03,114.82,891
598468.57,6909027.04,114.69,892
598468.8,6909027.03,114.75,892
598468.8,6909027.03,114.75,893
598469,6909027.03,114.77,893
598468.63,6909027.02,114.53,894
598468.61,6909027.04,114.63,894
598468.61,6909027.04,114.63,895
598468.57,6909027.04,114.69,895
598468.77,6909027.01,114.48,896
598468.86,6909027.03,114.49,896
598468.77,6909027.01,114.48,897
598468.87,6909027.03,114.41,897
598468.87,6909027.03,114.41,898
598469.01,6909027.03,114.3,898
598469.01,6909027.03,114.3,899
598468.88,6909027.03,114.33,899
598468.88,6909027.03,114.33,900
598468.87,6909027.03,114.41,900
598468.87,6909027.03,114.41,901
598468.86,6909027.03,114.49,901
598469.01,6909027,114.47,902
598469.02,6909027.02,114.59,902
598469.01,6909027,114.47,903
598469.04,6909027.02,114.34,903
598469.04,6909027.02,114.34,904
598469.01,6909027.03,114.3,904
598469.04,6909027.02,114.34,905
598469.26,6909027.02,114.34,905
598468.87,6909027.03,114.41,906
598468.91,6909027.03,114.45,906
598468.91,6909027.03,114.45,907
598469.02,6909026.98,114.47,907
598469.1,6909027.02,114.5,908
598469.17,6909027.02,114.53,908
598469.17,6909027.02,114.53,909
598469.21,6909027.02,114.46,909
598469.21,6909027.02,114.46,910
598469.35,6909027.01,114.36,910
598469.17,6909027.02,114.53,911
598469.02,6909027.02,114.59,911
598469.17,6909027.02,114.53,912
598469.32,6909027.01,114.5,912
598469.32,6909027.01,114.5,913
598469.25,6909027.02,114.56,913
598469.25,6909027.02,114.56,914
598469.18,6909027.02,114.58,914
598469.18,6909027.02,114.58,915
598469.17,6909027.02,114.53,915
598468.86,6909027.03,114.49,916
598468.87,6909027.03,114.55,916
598468.87,6909027.03,114.55,917
598468.92,6909027.03,114.56,917
598468.92,6909027.03,114.56,918
598469.02,6909027.02,114.59,918
598469.02,6909027.02,114.59,919
598468.95,6909027.03,114.68,919
598468.87,6909027.03,114.55,920
598468.81,6909027.03,114.59,920
598468.81,6909027.03,114.59,921
598468.81,6909027.03,114.65,921
598468.81,6909027.03,114.65,922
598468.9,6909027.03,114.66,922
598468.81,6909027.03,114.65,923
598468.8,6909027.03,114.75,923
598468.9,6909027.03,114.66,924
598468.95,6909027.03,114.68,924
598468.95,6909027.03,114.68,925
598468.9,6909027.03,114.72,925
598468.9,6909027.03,114.72,926
598468.8,6909027.03,114.75,926
598468.9,6909027.03,114.72,927
598469,6909027.03,114.77,927
598469,6909027.03,114.77,928
598469.02,6909027.03,114.72,928
598469.02,6909027.03,114.72,929
598469.12,6909027.02,114.77,929
598469.5,6909027.01,114.31,930
598469.54,6909027,114.38,930
598469.35,6909027.01,114.36,931
598469.54,6909027,114.38,931
598469.54,6909027,114.38,932
598469.58,6909027,114.57,932
598469.58,6909027,114.57,933
598469.55,6909027,114.8,933
598469.55,6909027,114.8,934
598469.62,6909027,114.74,934
598469.62,6909027,114.74,935
598469.66,6909027,114.74,935
598469.66,6909027,114.74,936
598469.65,6909027,114.62,936
598469.66,6909027,114.74,937
598469.7,6909026.99,114.85,937
598469.55,6909027,114.8,938
598469.7,6909026.99,114.85,938
598469.82,6909026.99,114.57,939
598469.77,6909026.99,114.72,939
598469.77,6909026.99,114.72,940
598469.85,6909026.99,114.69,940
598469.82,6909026.99,114.57,941
598469.85,6909026.99,114.69,941
598469.73,6909026.99,114.57,942
598469.82,6909026.99,114.57,942
598469.85,6909026.99,114.69,943
598469.91,6909026.99,114.76,943
598469.77,6909026.99,114.72,944
598469.76,6909026.99,114.75,944
598469.76,6909026.99,114.75,945
598469.66,6909027,114.74,945
598469.76,6909026.99,114.75,946
598469.83,6909026.99,114.76,946
598469.83,6909026.99,114.76,947
598469.91,6909026.99,114.76,947
598469.83,6909026.99,114.76,948
598469.81,6909026.99,114.86,948
598469.81,6909026.99,114.86,949
598469.77,6909026.99,114.89,949
598469.81,6909026.99,114.86,950
598469.86,6909026.99,114.88,950
598469.81,6909026.99,114.86,951
598469.92,6909026.98,114.85,951
598469.92,6909026.98,114.85,952
598470,6909026.98,114.92,952
598469.86,6909026.99,114.88,953
598469.88,6909026.99,114.92,953
598469.88,6909026.99,114.92,954
598470,6909026.98,114.92,954
598469.99,6909026.98,114.92,955
598470.06,6909026.98,114.92,955
598470.03,6909026.98,114.89,956
598470,6909026.98,114.92,956
598470,6909026.98,114.92,957
598470.07,6909026.98,114.93,957
598470.03,6909026.98,114.89,958
598470.07,6909026.98,114.93,958
598470.06,6909026.98,114.92,959
598470.12,6909026.98,114.91,959
598470.12,6909026.98,114.91,960
598470.07,6909026.98,114.93,960
598470.12,6909026.98,114.91,961
598470.21,6909026.97,114.89,961
598470.21,6909026.97,114.89,962
598470.25,6909026.97,114.93,962
598470.07,6909026.98,114.93,963
598470.15,6909026.97,114.92,963
598470.15,6909026.97,114.92,964
598470.21,6909026.97,114.89,964
598470.15,6909026.97,114.92,965
598470.25,6909026.97,114.93,965
598470.21,6909026.97,114.89,966
598470.29,6909026.97,114.88,966
598470.29,6909026.97,114.88,967
598470.37,6909026.96,114.87,967
598469.99,6909026.98,114.92,968
598469.98,6909026.98,114.74,968
598469.98,6909026.98,114.74,969
598469.83,6909026.99,114.76,969
598469.98,6909026.98,114.74,970
598470.07,6909026.98,114.72,970
598470.07,6909026.98,114.72,971
598470.08,6909026.98,114.76,971
598470.08,6909026.98,114.76,972
598469.99,6909026.98,114.92,972
598470.08,6909026.98,114.76,973
598470.14,6909026.98,114.72,973
598470.14,6909026.98,114.72,974
598470.3,6909026.97,114.73,974
598470.14,6909026.98,114.72,975
598470.22,6909026.97,114.66,975
598470.22,6909026.97,114.66,976
598470.3,6909026.97,114.73,976
598470.22,6909026.97,114.66,977
598470.16,6909026.98,114.57,977
598470.16,6909026.98,114.57,978
598470.01,6909026.98,114.59,978
598470.45,6909026.94,114.62,979
598470.39,6909026.96,114.63,979
598470.39,6909026.96,114.63,980
598470.3,6909026.97,114.61,980
598470.3,6909026.97,114.61,981
598470.16,6909026.98,114.57,981
598470.01,6909026.98,114.59,982
598469.82,6909026.99,114.57,982
598470.3,6909026.97,114.61,983
598470.36,6909026.97,114.68,983
598470.36,6909026.97,114.68,984
598470.39,6909026.96,114.63,984
598470.3,6909026.97,114.73,985
598470.36,6909026.97,114.68,985
598470.32,6909026.95,114.73,986
598470.4,6909026.96,114.72,986
598470.36,6909026.97,114.68,987
598470.4,6909026.96,114.72,987
598470.36,6909026.97,114.68,988
598470.45,6909026.94,114.62,988
598470.45,6909026.94,114.62,989
598470.53,6909026.96,114.66,989
598470.53,6909026.96,114.66,990
598470.4,6909026.96,114.72,990
598470.4,6909026.96,114.72,991
598470.36,6909026.97,114.78,991
598470.32,6909026.95,114.73,992
598470.36,6909026.97,114.78,992
598470.36,6909026.97,114.78,993
598470.29,6909026.97,114.8,993
598470.29,6909026.97,114.8,994
598470.25,6909026.97,114.82,994
598470.25,6909026.97,114.82,995
598470.21,6909026.97,114.89,995
598470.36,6909026.97,114.78,996
598470.37,6909026.96,114.87,996
598470.29,6909026.97,114.8,997
598470.29,6909026.97,114.88,997
598470.37,6909026.96,114.87,998
598470.5,6909026.96,114.83,998
598470.5,6909026.96,114.83,999
598470.55,6909026.96,114.82,999
598470.55,6909026.96,114.82,1000
598470.55,6909026.96,114.74,1000
598470.55,6909026.96,114.74,1001
598470.64,6909026.95,114.79,1001
598470.64,6909026.95,114.79,1002
598470.55,6909026.96,114.82,1002
598470.55,6909026.96,114.74,1003
598470.53,6909026.96,114.66,1003
598470.4,6909026.96,114.72,1004
598470.53,6909026.96,114.66,1004
598470.53,6909026.96,114.66,1005
598470.52,6909026.96,114.7,1005
598470.52,6909026.96,114.7,1006
598470.4,6909026.96,114.72,1006
598470.52,6909026.96,114.7,1007
598470.55,6909026.96,114.74,1007
598470.66,6909026.95,114.66,1008
598470.81,6909026.95,114.7,1008
598470.81,6909026.95,114.7,1009
598470.83,6909026.95,114.64,1009
598470.83,6909026.95,114.64,1010
598470.89,6909026.94,114.64,1010
598470.89,6909026.94,114.64,1011
598470.94,6909026.94,114.54,1011
598470.89,6909026.94,114.64,1012
598470.95,6909026.94,114.67,1012
598470.81,6909026.95,114.7,1013
598470.96,6909026.94,114.72,1013
598470.96,6909026.94,114.72,1014
598470.97,6909026.94,114.78,1014
598470.97,6909026.94,114.78,1015
598471.06,6909026.94,114.82,1015
598470.97,6909026.94,114.78,1016
598471.01,6909026.94,114.83,1016
598471.01,6909026.94,114.83,1017
598470.98,6909026.94,114.87,1017
598471.01,6909026.94,114.83,1018
598471.06,6909026.94,114.82,1018
598471.11,6909026.94,114.74,1019
598471.12,6909026.93,114.82,1019
598471.12,6909026.93,114.82,1020
598471.09,6909026.94,114.86,1020
598471.06,6909026.94,114.82,1021
598471.09,6909026.94,114.86,1021
598471.09,6909026.94,114.86,1022
598471.07,6909026.94,114.93,1022
598471.12,6909026.93,114.82,1023
598471.13,6909026.93,114.94,1023
598471.09,6909026.94,114.86,1024
598471.07,6909026.94,114.93,1024
598471.12,6909026.93,114.82,1025
598471.19,6909026.93,114.87,1025
598471.22,6909026.93,114.75,1026
598471.23,6909026.93,114.8,1026
598471.23,6909026.93,114.8,1027
598471.19,6909026.93,114.87,1027
598471.23,6909026.93,114.8,1028
598471.33,6909026.93,114.84,1028
598470.98,6909026.94,114.87,1029
598470.95,6909026.94,114.91,1029
598470.95,6909026.94,114.91,1030
598471.07,6909026.94,114.93,1030
598470.95,6909026.94,114.91,1031
598470.87,6909026.94,114.94,1031
598470.64,6909026.95,114.79,1032
598470.74,6909026.95,114.86,1032
598470.64,6909026.95,114.79,1033
598470.64,6909026.95,114.85,1033
598470.55,6909026.96,114.82,1034
598470.64,6909026.95,114.85,1034
598470.64,6909026.95,114.85,1035
598470.66,6909026.95,114.9,1035
598470.66,6909026.95,114.9,1036
598470.74,6909026.95,114.86,1036
598470.64,6909026.95,114.85,1037
598470.74,6909026.95,114.86,1037
598470.64,6909026.95,114.85,1038
598470.58,6909026.97,114.91,1038
598470.58,6909026.97,114.91,1039
598470.72,6909026.95,114.95,1039
598470.66,6909026.95,114.9,1040
598470.72,6909026.95,114.95,1040
598470.74,6909026.95,114.86,1041
598470.8,6909026.95,114.91,1041
598470.8,6909026.95,114.91,1042
598470.72,6909026.95,114.95,1042
598470.74,6909026.95,114.86,1043
598470.72,6909026.95,114.95,1043
598470.72,6909026.95,114.95,1044
598470.87,6909026.94,114.94,1044
598470.8,6909026.95,114.91,1045
598470.87,6909026.94,114.94,1045
598470.58,6909026.97,114.91,1046
598470.5,6909026.96,114.88,1046
598470.5,6909026.96,114.83,1047
598470.5,6909026.96,114.88,1047
598470.5,6909026.96,114.88,1048
598470.44,6909026.96,114.91,1048
598470.37,6909026.96,114.87,1049
598470.44,6909026.96,114.91,1049
598470.37,6909026.96,114.87,1050
598470.34,6909026.97,114.9,1050
598470.29,6909026.97,114.88,1051
598470.34,6909026.97,114.9,1051
598470.25,6909026.97,114.93,1052
598470.34,6909026.97,114.9,1052
598470.34,6909026.97,114.9,1053
598470.44,6909026.96,114.91,1053
598470.44,6909026.96,114.91,1054
598470.58,6909026.97,114.91,1054
598470.96,6909026.94,114.72,1055
598470.64,6909026.95,114.79,1055
598471.51,6909026.92,114.68,1056
598471.65,6909026.9,114.62,1056
598471.07,6909026.94,114.93,1057
598471.13,6909026.93,114.94,1057
598470.87,6909026.94,114.94,1058
598471.09,6909026.93,115.01,1058
598470.95,6909026.94,114.91,1059
598471.09,6909026.93,115.01,1059
598471.09,6909026.93,115.01,1060
598471.13,6909026.93,114.94,1060
598471.09,6909026.93,115.01,1061
598471.32,6909026.93,115.02,1061
598471.13,6909026.93,114.94,1062
598471.32,6909026.93,115.02,1062
598471.13,6909026.93,114.94,1063
598471.3,6909026.93,114.95,1063
598471.3,6909026.93,114.95,1064
598471.54,6909026.92,114.99,1064
598471.54,6909026.92,114.99,1065
598471.32,6909026.93,115.02,1065
598471.54,6909026.92,114.99,1066
598471.73,6909026.91,115.04,1066
598471.73,6909026.91,115.04,1067
598471.92,6909026.9,115.03,1067
598471.92,6909026.9,115.03,1068
598472.08,6909026.9,114.97,1068
598471.75,6909026.91,114.9,1069
598471.54,6909026.92,114.99,1069
598471.75,6909026.91,114.9,1070
598471.73,6909026.91,115.04,1070
598471.99,6909026.9,114.86,1071
598471.93,6909026.9,114.96,1071
598471.85,6909026.9,114.88,1072
598471.93,6909026.9,114.96,1072
598471.93,6909026.9,114.96,1073
598471.92,6909026.9,115.03,1073
598471.93,6909026.9,114.96,1074
598472.08,6909026.9,114.97,1074
598471.54,6909026.92,114.99,1075
598471.42,6909026.92,115.1,1075
598471.32,6909026.93,115.02,1076
598471.42,6909026.92,115.1,1076
598471.73,6909026.91,115.04,1077
598471.7,6909026.91,115.09,1077
598471.42,6909026.92,115.1,1078
598471.7,6909026.91,115.09,1078
598471.92,6909026.9,115.03,1079
598471.88,6909026.9,115.11,1079
598471.7,6909026.91,115.09,1080
598471.8,6909026.9,115.11,1080
598471.8,6909026.9,115.11,1081
598471.88,6909026.9,115.11,1081
598471.32,6909026.93,115.02,1082
598471.17,6909026.93,115.1,1082
598471.17,6909026.93,115.1,1083
598471.29,6909026.93,115.1,1083
598471.29,6909026.93,115.1,1084
598471.42,6909026.92,115.1,1084
598471.92,6909026.9,115.03,1085
598472.08,6909026.89,115.04,1085
598472.08,6909026.89,115.04,1086
598472.08,6909026.9,114.97,1086
598472.08,6909026.89,115.04,1087
598472.34,6909026.88,115.02,1087
598472.08,6909026.89,115.04,1088
598471.88,6909026.9,115.11,1088
598468.78,6909027.04,114.12,1089
598468.88,6909027.03,114.09,1089
598468.8,6909027.04,113.98,1090
598468.78,6909027.04,114.12,1090
598468.88,6909027.03,114.09,1091
598468.88,6909027.03,114.33,1091
598468.85,6909027.04,113.91,1092
598468.88,6909027.03,114.09,1092
598468.85,6909027.04,113.91,1093
598469.13,6909027.02,113.97,1093
598468.98,6909027.03,113.65,1094
598469.11,6909027.02,113.71,1094
598469.02,6909027.03,113.75,1095
598469.11,6909027.02,113.71,1095
598468.96,6909027.03,113.74,1096
598469.02,6909027.03,113.75,1096
598468.93,6909027.04,113.68,1097
598468.96,6909027.03,113.74,1097
598468.85,6909027.04,113.91,1098
598468.96,6909027.03,113.74,1098
598468.77,6909027.04,113.78,1099
598468.8,6909027.04,113.98,1099
598468.77,6909027.04,113.78,1100
598468.85,6909027.04,113.91,1100
598468.82,6909027.04,113.77,1101
598468.85,6909027.04,113.91,1101
598468.77,6909027.04,113.78,1102
598468.82,6909027.04,113.77,1102
598468.75,6909027.04,113.72,1103
598468.77,6909027.04,113.78,1103
598468.82,6909027.02,113.66,1104
598468.75,6909027.04,113.72,1104
598468.8,6909027.02,113.6,1105
598468.82,6909027.02,113.66,1105
598468.85,6909027.01,113.59,1106
598468.8,6909027.02,113.6,1106
598468.82,6909027.04,113.77,1107
598468.82,6909027.02,113.66,1107
598468.93,6909027.04,113.68,1108
598468.82,6909027.04,113.77,1108
598468.85,6909027.04,113.6,1109
598468.82,6909027.02,113.66,1109
598468.8,6909027.04,113.48,1110
598468.8,6909027.02,113.6,1110
598468.81,6909027.02,113.37,1111
598468.8,6909027.04,113.48,1111
598468.98,6909027.03,113.65,1112
598468.93,6909027.04,113.68,1112
598468.98,6909027.03,113.56,1113
598468.98,6909027.03,113.65,1113
598469.2,6909027.02,113.52,1114
598468.98,6909027.03,113.56,1114
598469.3,6909027.02,113.46,1115
598469.2,6909027.02,113.52,1115
598468.98,6909027.03,113.56,1116
598469.13,6909027.04,113.63,1116
598468.98,6909027.03,113.56,1117
598469.05,6909027.03,113.41,1117
598468.98,6909027.03,113.56,1118
598468.93,6909027.03,113.39,1118
598468.88,6909027.03,113.54,1119
598468.98,6909027.03,113.56,1119
598468.88,6909027.03,113.54,1120
598468.93,6909027.03,113.39,1120
598468.85,6909027.04,113.6,1121
598468.88,6909027.03,113.54,1121
598469.1,6909027.04,112.78,1122
598469.3,6909027.02,113.33,1122
598469.3,6909027.02,113.33,1123
598469.3,6909027.02,113.46,1123
598469.05,6909027.03,113.41,1124
598469.3,6909027.02,113.33,1124
598469.05,6909027.03,113.41,1125
598469.3,6909027.02,113.46,1125
598468.93,6909027.03,113.39,1126
598469.05,6909027.03,113.41,1126
598468.94,6909027.04,113.24,1127
598469.05,6909027.03,113.41,1127
598468.94,6909027.04,113.24,1128
598468.93,6909027.03,113.39,1128
598468.81,6909027.04,113.37,1129
598468.93,6909027.03,113.39,1129
598468.62,6909027.05,113.31,1130
598468.81,6909027.02,113.37,1130
598468.81,6909027.04,113.37,1130
598468.41,6909027.06,113.27,1131
598468.62,6909027.05,113.31,1131
598468.37,6909027.06,113.26,1132
598468.41,6909027.06,113.27,1132
598468.47,6909027.07,112.77,1133
598468.37,6909027.06,113.26,1133
598468.47,6909027.07,112.77,1134
598468.62,6909027.05,113.31,1134
598468.45,6909027.07,112.6,1135
598468.47,6909027.07,112.77,1135
598470.12,6909026.99,112.89,1136
598470.29,6909026.99,112.91,1136
598469.81,6909027,113.41,1137
598469.74,6909027,113.41,1137
598469.81,6909027,113.41,1138
598469.75,6909026.99,113.55,1138
598469.9,6909026.99,113.4,1139
598469.81,6909027,113.41,1139
598470.07,6909026.99,113.36,1140
598469.9,6909026.99,113.4,1140
598470.26,6909026.98,113.37,1141
598470.07,6909026.99,113.36,1141
598470.32,6909026.98,113.22,1142
598470.26,6909026.98,113.37,1142
598470.32,6909026.98,113.22,1143
598470.32,6909026.98,113.51,1143
598470.29,6909026.99,112.91,1144
598470.32,6909026.98,113.22,1144
598470.12,6909027,112.82,1145
598470.18,6909026.99,113.12,1145
598469.75,6909027.01,112.92,1146
598470.12,6909026.99,112.89,1146
598470.48,6909026.99,112.75,1147
598470.41,6909026.99,112.97,1147
598470.2,6909026.99,112.43,1148
598470.2,6909027,112.65,1148
598470.15,6909026.98,112.15,1149
598470.2,6909026.99,112.43,1149
598469.75,6909027.01,112.1,1150
598469.64,6909027.02,112.49,1150
598468.91,6909027.04,113.06,1151
598468.94,6909027.04,113.24,1151
598468.93,6909027.05,112.8,1152
598468.91,6909027.04,113.06,1152
598469.04,6909027.05,112.63,1153
598468.93,6909027.05,112.8,1153
598469.04,6909027.05,112.63,1154
598469.1,6909027.04,112.78,1154
598469.02,6909027.05,112.58,1155
598469.04,6909027.05,112.63,1155
598468.45,6909027.07,112.6,1156
598469.04,6909027.05,112.63,1156
598468.47,6909027.07,112.47,1157
598468.45,6909027.07,112.6,1157
598468.51,6909027.07,112.28,1158
598468.47,6909027.07,112.47,1158
598468.95,6909027.03,112.45,1159
598468.47,6909027.07,112.47,1159
598468.95,6909027.03,112.45,1160
598468.79,6909027.06,112.27,1160
598469.02,6909027.05,112.58,1161
598468.94,6909027.05,112.44,1161
598469.43,6909027.03,112.59,1162
598469.02,6909027.05,112.58,1162
598469.41,6909027.03,112.77,1163
598469.1,6909027.04,112.78,1163
598469.5,6909027.02,112.77,1164
598469.41,6909027.03,112.77,1164
598469.43,6909027.03,112.59,1165
598469.41,6909027.03,112.77,1165
598469.44,6909027.03,112.49,1166
598469.43,6909027.03,112.59,1166
598469.41,6909027.03,112.17,1167
598469.44,6909027.03,112.49,1167
598469.67,6909027.02,112.57,1168
598469.43,6909027.03,112.59,1168
598469.64,6909027.02,112.49,1169
598469.44,6909027.03,112.49,1169
598469,6909027.03,114.77,1170
598469.11,6909027.03,114.82,1170
598472.42,6909026.88,114.85,1171
598472.47,6909026.88,114.93,1171
598472.25,6909026.89,114.84,1172
598472.42,6909026.88,114.85,1172
598472.33,6909026.89,114.07,1173
598472.53,6909026.88,114.01,1173
598472.53,6909026.88,114.01,1174
598472.49,6909026.88,114.2,1174
598471.5,6909026.92,114.94,1175
598471.3,6909026.93,114.95,1175
598471.61,6909026.91,114.91,1176
598471.75,6909026.91,114.9,1176
598471.47,6909026.92,114.88,1177
598471.61,6909026.91,114.91,1177
598471.5,6909026.92,114.94,1178
598471.61,6909026.91,114.91,1178
598471.62,6909026.91,114.81,1179
598471.47,6909026.92,114.88,1179
598471.5,6909026.92,114.94,1180
598471.47,6909026.92,114.88,1180
598471.54,6909026.92,114.99,1181
598471.5,6909026.92,114.94,1181
598471.33,6909026.93,114.84,1182
598471.47,6909026.92,114.88,1182
598471.75,6909026.91,114.23,1183
598471.84,6909026.91,114.15,1183
598471.75,6909026.91,114.23,1184
598471.68,6909026.92,114.21,1184
598471.92,6909026.9,114.49,1185
598471.75,6909026.91,114.23,1185
598472.19,6909026.89,114.72,1186
598472.17,6909026.89,114.82,1186
598472.36,6909026.88,114.71,1187
598472.4,6909026.88,114.79,1187
598472.19,6909026.89,114.72,1188
598472.36,6909026.88,114.71,1188
598471.77,6909026.91,114.61,1189
598471.9,6909026.9,114.69,1189
598471.77,6909026.91,114.61,1190
598471.65,6909026.9,114.62,1190
598471.79,6909026.91,114.56,1191
598471.77,6909026.91,114.61,1191
598471.97,6909026.9,114.52,1192
598472.02,6909026.9,114.6,1192
598472.08,6909026.9,114.54,1193
598472.02,6909026.9,114.6,1193
598471.97,6909026.9,114.52,1194
598471.96,6909026.9,114.72,1194
598471.65,6909026.91,114.5,1195
598471.65,6909026.9,114.62,1195
598471.82,6909026.91,114.44,1196
598471.79,6909026.91,114.56,1196
598471.64,6909026.92,114.4,1197
598471.65,6909026.91,114.5,1197
598468.78,6909027.04,114.12,1198
598468.77,6909027.01,114.48,1198
598470,6909026.96,113.55,1199
598470.32,6909026.98,113.51,1199
598470.49,6909026.97,113.43,1200
598470.32,6909026.98,113.51,1200
598469.63,6909026.98,113.53,1201
598470,6909026.96,113.55,1201
598470.32,6909026.98,113.51,1202
598470.43,6909026.98,113.32,1202
598481.01,6909026.52,113.28,1203
598480.93,6909026.53,113.01,1203
598480.93,6909026.53,113.01,1204
598481.68,6909026.5,112.9,1204
598481.68,6909026.45,112.91,1205
598481.71,6909026.49,113.03,1205
598481.71,6909026.49,113.03,1206
598482.23,6909026.47,112.88,1206
598482.23,6909026.47,112.88,1207
598482.61,6909026.45,112.84,1207
598483.97,6909026.41,112.9,1208
598484.56,6909026.4,112.85,1208
598481.68,6909026.45,112.91,1209
598481.65,6909026.5,112.58,1209
598481.62,6909026.5,112.34,1210
598481.57,6909026.51,112.08,1210
598481.71,6909026.49,113.03,1211
598481.78,6909026.5,113.46,1211
598481.78,6909026.5,113.46,1212
598481.85,6909026.5,113.76,1212
598481.85,6909026.5,113.76,1213
598481.45,6909026.51,113.65,1213
598482.35,6909026.47,114.1,1214
598482.69,6909026.46,114.05,1214
598482.69,6909026.46,114.05,1215
598482.97,6909026.45,113.99,1215
598482.69,6909026.46,114.05,1216
598483.12,6909026.44,114.01,1216
598482.97,6909026.45,113.99,1217
598483.12,6909026.44,114.02,1217
598482.65,6909026.59,114.48,1218
598482.76,6909026.57,114.43,1218
598482.76,6909026.59,114.43,1218
598483.12,6909026.45,114.26,1218
598483.12,6909026.45,114.26,1219
598483.64,6909026.52,113.94,1219
598483.64,6909026.52,113.94,1220
598484.11,6909026.4,113.66,1220
598484.11,6909026.4,113.66,1221
598484.61,6909026.4,113.03,1221
598484.56,6909026.4,112.85,1222
598484.61,6909026.4,113.03,1222
598484.61,6909026.4,113.03,1223
598484.84,6909026.39,113.3,1223
598483.12,6909026.45,114.26,1224
598483.09,6909026.44,114.18,1224
598483.09,6909026.39,114.18,1225
598482.98,6909026.45,113.99,1225
598483.09,6909026.39,114.18,1226
598482.99,6909026.44,114.2,1226
598483.12,6909026.45,114.26,1227
598483.11,6909026.42,114.26,1227
598483.11,6909026.42,114.26,1228
598482.99,6909026.44,114.25,1228
598482.99,6909026.44,114.25,1229
598482.91,6909026.45,114.26,1229
598482.99,6909026.44,114.2,1230
598482.89,6909026.45,114.2,1230
598482.91,6909026.45,114.26,1231
598482.89,6909026.45,114.2,1231
598482.91,6909026.45,114.26,1232
598482.71,6909026.46,114.28,1232
598482.89,6909026.45,114.2,1233
598482.71,6909026.46,114.28,1233
598482.76,6909026.57,114.43,1234
598482.71,6909026.46,114.28,1234
598482.71,6909026.46,114.28,1235
598482.49,6909026.46,114.26,1235
598482.27,6909026.49,114.26,1235
598482.26,6909026.52,114.26,1235
598482.08,6909026.48,114.25,1235
598482.91,6909026.45,114.26,1236
598482.71,6909026.46,114.28,1236
598482.27,6909026.49,114.26,1237
598482.24,6909026.55,114.49,1237
598482.49,6909026.44,114.26,1238
598482.36,6909026.5,114.49,1238
598482.08,6909026.48,114.25,1239
598482.05,6909026.49,114.13,1239
598482.04,6909026.49,114.13,1240
598481.56,6909026.51,114.16,1240
598482.05,6909026.49,114.13,1241
598481.77,6909026.5,114.09,1241
598481.77,6909026.5,114.09,1242
598481.86,6909026.5,113.76,1242
598481.97,6909026.47,114,1243
598481.77,6909026.5,114.09,1243
598482.08,6909026.48,114.25,1244
